html,year,title,book_img,creator,book_url,book_urn,book_text
"<div class=""item-ia"" data-id=""guggenheimintern00frye"" data-mediatype=""texts"" data-year=""1967"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">3,778</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">3.8K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/guggenheimintern00frye"" title=""Guggenheim international exhibition, 1967 : sculpture from twenty nations"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/guggenheimintern00frye"" style=""height:237px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Guggenheim international exhibition, 1967 : sculpture from twenty nations              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1967</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1967</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Fry, Edward F."">Fry, Edward F.</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>3,778</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            7          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1994,"Oskar Kokoschka, works on paper : the early years, 1897-1917 : Solomon R. Guggenheim Museum, June 10-August 24, 1994",/services/img/oskarkokoschkawo00koko,"Kokoschka, Oskar ; Strobl, Alice ; Weidinger, Alfred",/details/oskarkokoschkawo00koko,oskarkokoschkawo00koko,https://archive.org/stream/oskarkokoschkawo00koko/oskarkokoschkawo00koko_djvu.txt
"<div class=""item-ia"" data-id=""museum00solo"" data-mediatype=""texts"" data-year=""1992"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">6,747</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">6.7K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/museum00solo"" title=""Guggenheim Museum A to Z"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/museum00solo"" style=""height:364px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Guggenheim Museum A to Z              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1992</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1992</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Solomon R. Guggenheim Museum"">Solomon R. Guggenheim Museum</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>6,747</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            8          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1993,"Osmosis : Ettore Spalletti, Haim Steinbach",/services/img/osmosi00cela,"Celant, Germano; Spector, Nancy",/details/osmosi00cela,osmosi00cela,https://archive.org/stream/osmosi00cela/osmosi00cela_djvu.txt
"<div class=""item-ia"" data-id=""mvenezi00solo"" data-mediatype=""texts"" data-year=""1982"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">3,038</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">3.0K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/mvenezi00solo"" title=""Guggenheim, Venezia-New York : sessanta opere, 1900-1950"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/mvenezi00solo"" style=""height:202px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Guggenheim, Venezia-New York : sessanta opere, 1900-1950              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1982</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1982</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Solomon R. Guggenheim Foundation; Messer, Thomas M; Pinacoteca capitolina (Rome, Italy)"">Solomon R. Guggenheim Foundation; Messer, Thomas M; Pinacoteca capitolina (Rome, Italy)</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>3,038</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            4          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1961,Paintings from the Arensberg and Gallatin Collections of the Philadelphia Museum of Art,/services/img/paintingsfromare00solo,Solomon R. Guggenheim Foundation ; Philadelphia Museum of Art ; Solomon R. Guggenheim Museum,/details/paintingsfromare00solo,paintingsfromare00solo,https://archive.org/stream/paintingsfromare00solo/paintingsfromare00solo_djvu.txt
"<div class=""item-ia"" data-id=""gustavklimtegons00mess"" data-mediatype=""texts"" data-year=""1965"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">27,665</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">28K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/gustavklimtegons00mess"" title=""Gustav Klimt and Egon Schiele"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/gustavklimtegons00mess"" style=""height:236px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Gustav Klimt and Egon Schiele              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1965</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1965</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Messer, Thomas M ; Dobai, Johannes ; Comini, Alessandra"">Messer, Thomas M ; Dobai, Johannes ; Comini, Alessandra</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>27,665</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            44          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1967,"Paul Klee, 1879-1940 : a retrospective exhibition",/services/img/paulklee1879klee,"Klee, Paul ; Grohmann, Will",/details/paulklee1879klee,paulklee1879klee,https://archive.org/stream/paulklee1879klee/paulklee1879klee_djvu.txt
"<div class=""item-ia"" data-id=""handboo00pegg"" data-mediatype=""texts"" data-year=""1983"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">2,481</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">2.5K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/handboo00pegg"" title=""Handbook : the Peggy Guggenheim collection"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/handboo00pegg"" style=""height:248px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Handbook : the Peggy Guggenheim collection              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1983</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1983</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Peggy Guggenheim Collection; Flint-Gohlke, Lucy; Messer, Thomas M"">Peggy Guggenheim Collection; Flint-Gohlke, Lucy; Messer, Thomas M</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>2,481</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            3          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1998,Peggy Guggenheim : a celebration,/services/img/peggyg00vail,"Vail, Karole P. B; Messer, Thomas M; Solomon R. Guggenheim Museum; Peggy Guggenheim Collection",/details/peggyg00vail,peggyg00vail,https://archive.org/stream/peggyg00vail/peggyg00vail_djvu.txt
"<div class=""item-ia"" data-id=""guhe00solo"" data-mediatype=""texts"" data-year=""1984"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">5,097</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">5.1K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/guhe00solo"" title=""Handbook, the Guggenheim Museum collection, 1900-1980"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/guhe00solo"" style=""height:236px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Handbook, the Guggenheim Museum collection, 1900-1980              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1984</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1984</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Solomon R. Guggenheim Museum; Barnett, Vivian Endicott"">Solomon R. Guggenheim Museum; Barnett, Vivian Endicott</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>5,097</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            5          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1962,Philip Guston,/services/img/philipguston00gust,"Guston, Philip; Arnason, H. H.",/details/philipguston00gust,philipguston00gust,https://archive.org/stream/philipguston00gust/philipguston00gust_djvu.txt
"<div class=""item-ia"" data-id=""hanshin00hint"" data-mediatype=""texts"" data-year=""1988"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">2,976</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">3.0K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/hanshin00hint"" title=""Hans Hinterreiter : a leading Swiss exponent of constructive art : retrospective exhibition, works 1930-1985 : September 9-October 23, 1988, Solomon R. Guggenheim Museum, New york City"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/hanshin00hint"" style=""height:195px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Hans Hinterreiter : a leading Swiss exponent of constructive art : retrospective exhibition, works 1930-1985 : September 9-October 23, 1988, Solomon R. Guggenheim Museum, New york City              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1988</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1988</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Hinterreiter, Hans, 1902-; Schlégl, István, 1935-; Hirschfeld, Susan B; Solomon R. Guggenheim Museum"">Hinterreiter, Hans, 1902-; Schlégl, István, 1935-; Hirschfeld, Susan B; Solomon R. Guggenheim Museum</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>2,976</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            7          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1993,Picasso and the age of iron,/services/img/pifiron00gimn,"Giménez, Carmen; Ashton, Dore; Calvo Serraller, F. (Francisco), 1948-; Picasso, Pablo, 1881-1973; Solomon R. Guggenheim Museum",/details/pifiron00gimn,pifiron00gimn,https://archive.org/stream/pifiron00gimn/pifiron00gimn_djvu.txt
"<div class=""item-ia"" data-id=""horiad00dami"" data-mediatype=""texts"" data-year=""1976"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">2,891</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">2.9K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/horiad00dami"" title=""Horia Damian : the hill"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/horiad00dami"" style=""height:225px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Horia Damian : the hill              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1976</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1976</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Damian, Horia, 1922-; Solomon R. Guggenheim Museum; Solomon R. Guggenheim Foundation"">Damian, Horia, 1922-; Solomon R. Guggenheim Museum; Solomon R. Guggenheim Foundation</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>2,891</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            6          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1998,"Picasso and the war years, 1937-1945",/services/img/picassow00nash,"Nash, Steven A., 1944-; Rosenblum, Robert; Baer, Brigitte; California Palace of the Legion of Honor; Solomon R. Guggenheim Museum",/details/picassow00nash,picassow00nash,https://archive.org/stream/picassow00nash/picassow00nash_djvu.txt
"<div class=""item-ia"" data-id=""ilyabolotowskyso00bolo"" data-mediatype=""texts"" data-year=""1974"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">3,400</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">3.4K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/ilyabolotowskyso00bolo"" title=""Ilya Bolotowsky : The Solomon R. Guggenheim Museum, New York"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/ilyabolotowskyso00bolo"" style=""height:213px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Ilya Bolotowsky : The Solomon R. Guggenheim Museum, New York              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1974</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1974</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Bolotowsky, Ilya;"">Bolotowsky, Ilya;</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>3,400</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            7          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1987,Pierre Alechinsky : margin and center,/services/img/pierrealechinsky00alec,"Alechinsky, Pierre, 1927-; Solomon R. Guggenheim Museum",/details/pierrealechinsky00alec,pierrealechinsky00alec,https://archive.org/stream/pierrealechinsky00alec/pierrealechinsky00alec_djvu.txt
"<div class=""item-ia"" data-id=""inmemoriamlaszlo00moho"" data-mediatype=""texts"" data-year=""1947"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">3,028</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">3.0K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/inmemoriamlaszlo00moho"" title=""In memoriam Laszlo Moholy-Nagy"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/inmemoriamlaszlo00moho"" style=""height:218px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                In memoriam Laszlo Moholy-Nagy              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1947</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1947</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Moholy-Nagy, László"">Moholy-Nagy, László</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>3,028</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            7          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1947,Point and line to plane : contribution to the analysis of the pictorial elements,/services/img/pointlinetoplane00kand,"Kandinsky, Wassily, 1866-1944; Dearstyne, Howard, tr; Rebay, Hilla, 1890-1967, ed",/details/pointlinetoplane00kand,pointlinetoplane00kand,https://archive.org/stream/pointlinetoplane00kand/pointlinetoplane00kand_djvu.txt
"<div class=""item-ia mobile-header hidden-tiles"" data-id=""__mobile_header__"">
<div class=""views C C1"">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> </div>
<div class=""C234"">
<div class=""C C2"">Title</div>
<div class=""pubdate C C3""><div><div>Date Published</div></div></div>
<div class=""by C C4"">Creator</div>
</div>
<div class=""C C5""></div>
</div>",,,,,,,
"<div class=""item-ia"" data-id=""inmemoryofwassil00reba"" data-mediatype=""texts"" data-year=""1945"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">2,601</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">2.6K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/inmemoryofwassil00reba"" title=""In memory of Wassily Kandinsky : the Solomon R. Guggenheim Foundation presents a survey of the artist's paintings and writings"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/inmemoryofwassil00reba"" style=""height:238px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                In memory of Wassily Kandinsky : the Solomon R. Guggenheim Foundation presents a survey of the artist's paintings and writings              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1945</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1945</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Rebay, Hilla"">Rebay, Hilla</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>2,601</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            6          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1945,In memory of Wassily Kandinsky : the Solomon R. Guggenheim Foundation presents a survey of the artist's paintings and writings,/services/img/inmemoryofwassil00reba,"Rebay, Hilla",/details/inmemoryofwassil00reba,inmemoryofwassil00reba,https://archive.org/stream/inmemoryofwassil00reba/inmemoryofwassil00reba_djvu.txt
"<div class=""item-ia"" data-id=""insightafr00bell"" data-mediatype=""texts"" data-year=""1996"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">992</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">992</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/insightafr00bell"" title=""In/sight : African photographers, 1940 to the present : [Solomon R. Guggenheim Museum, May 24-September 29, 1996"">
<div class=""tile-img"">
<img class=""item-img "" source=""/images/notfound.png"" style=""height:124px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                In/sight : African photographers, 1940 to the present : [Solomon R. Guggenheim Museum, May 24-September 29, 1996              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1996</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1996</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Bell, Clare; Solomon R. Guggenheim Museum"">Bell, Clare; Solomon R. Guggenheim Museum</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>992</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            4          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1996,"In/sight : African photographers, 1940 to the present : [Solomon R. Guggenheim Museum, May 24-September 29, 1996",/images/notfound.png,"Bell, Clare; Solomon R. Guggenheim Museum",/details/insightafr00bell,insightafr00bell,https://archive.org/stream/insightafr00bell/insightafr00bell_djvu.txt
