html,year,title,book_img,creator,book_url,book_urn,book_text
"<div class=""item-ia"" data-id=""bricemardencatal00mard"" data-mediatype=""texts"" data-year=""1975"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">3,064</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">3.1K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/bricemardencatal00mard"" title=""Brice Marden : [catalogue of an exhibition], The Solomon R. Guggenheim Museum, New York"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/bricemardencatal00mard"" style=""height:203px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Brice Marden : [catalogue of an exhibition], The Solomon R. Guggenheim Museum, New York              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1975</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1975</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Marden, Brice"">Marden, Brice</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>3,064</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            2          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1983,"Kandinsky : Russian and Bauhaus years, 1915-1933",/services/img/kandinskyrussian00kand,"Kandinsky, Wassily, 1866-1944; Poling, Clark V; Solomon R. Guggenheim Museum; High Museum of Art; Zurich Art Gallery; Bauhaus-Archiv, Museum für Gestaltung",/details/kandinskyrussian00kand,kandinskyrussian00kand,https://archive.org/stream/kandinskyrussian00kand/kandinskyrussian00kand_djvu.txt
"<div class=""item-ia"" data-id=""britishartnowame00wald"" data-mediatype=""texts"" data-year=""1980"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">2,628</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">2.6K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/britishartnowame00wald"" title=""British art now : An American Perspective : 1980 Exxon International Exhibition"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/britishartnowame00wald"" style=""height:203px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                British art now : An American Perspective : 1980 Exxon International Exhibition              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1980</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1980</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Waldman, Diane; Exxon Corporation; Solomon R. Guggenheim Museum"">Waldman, Diane; Exxon Corporation; Solomon R. Guggenheim Museum</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>2,628</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            6          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1982,Kandinsky : Vasily Kandinsky (1866-1944) : A Selection from the Solomon R. Guggenheim Museum and the Hilla von Rebay Foundation,/services/img/kandinskyvasilyk00kand,"Kandinsky, Wassily;",/details/kandinskyvasilyk00kand,kandinskyvasilyk00kand,https://archive.org/stream/kandinskyvasilyk00kand/kandinskyvasilyk00kand_djvu.txt
"<div class=""item-ia"" data-id=""capogug00solo"" data-mediatype=""texts"" data-year=""2005"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">4,003</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">4.0K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/capogug00solo"" title=""Capolavori del Guggenheim : il grande collezionismo da Renoir a Warhol"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/capogug00solo"" style=""height:219px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Capolavori del Guggenheim : il grande collezionismo da Renoir a Warhol              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">2005</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">2005</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Solomon R. Guggenheim Foundation; Scuderie Papali al Quirinale"">Solomon R. Guggenheim Foundation; Scuderie Papali al Quirinale</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>4,003</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            5          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1982,"Kandinsky in Munich, 1896-1914",/services/img/kandinskyinmunic00kand,"Kandinsky, Wassily, 1866-1944; Schorske, Carl E; Jelavich, Peter; Weiss, Peg, 1932-; Solomon R. Guggenheim Foundation; Solomon R. Guggenheim Museum; San Francisco Museum of Modern Art; Städtische Galerie im Lenbachhaus München",/details/kandinskyinmunic00kand,kandinskyinmunic00kand,https://archive.org/stream/kandinskyinmunic00kand/kandinskyinmunic00kand_djvu.txt
"<div class=""item-ia"" data-id=""carlandre00wald"" data-mediatype=""texts"" data-year=""1970"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">4,741</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">4.7K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/carlandre00wald"" title=""Carl Andre"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/carlandre00wald"" style=""height:215px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Carl Andre              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1970</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1970</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Waldman, Diane"">Waldman, Diane</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>4,741</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            3          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1985,Kandinsky in Paris,/services/img/kandinskyinparis00barn,"Barnett, Vivian Endicott",/details/kandinskyinparis00barn,kandinskyinparis00barn,https://archive.org/stream/kandinskyinparis00barn/kandinskyinparis00barn_djvu.txt
"<div class=""item-ia"" data-id=""cezannestructu00cz"" data-mediatype=""texts"" data-year=""1963"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">4,247</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">4.2K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/cezannestructu00cz"" title=""Cézanne and structure in modern painting"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/cezannestructu00cz"" style=""height:402px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Cézanne and structure in modern painting              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1963</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1963</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Cézanne, Paul; Robbins, Daniel"">Cézanne, Paul; Robbins, Daniel</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>4,247</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            4          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1980,Kandinsky watercolors : a selection from the Solomon R. Guggenheim Museum and the Hilla von Rebay Foundation,/services/img/waterco00solo,Solomon R. Guggenheim Museum; Hilla von Rebay Foundation,/details/waterco00solo,waterco00solo,https://archive.org/stream/waterco00solo/waterco00solo_djvu.txt
"<div class=""item-ia"" data-id=""china5000yearsin00lees"" data-mediatype=""texts"" data-year=""1998"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">20,214</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">20K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/china5000yearsin00lees"" title=""China, 5000 years : innovation and transformation in the arts"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/china5000yearsin00lees"" style=""height:263px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                China, 5000 years : innovation and transformation in the arts              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1998</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1998</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Lee, Sherman E."">Lee, Sherman E.</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>20,214</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            20          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",2003,Kazimir Malevich : suprematism,/services/img/kazimir00male,"Malevich, Kazimir Severinovich, 1878-1935; Drutt, Matthew; Deutsche Guggenheim Berlin; Solomon R. Guggenheim Museum; Menil Collection (Houston, Tex.)",/details/kazimir00male,kazimir00male,https://archive.org/stream/kazimir00male/kazimir00male_djvu.txt
"<div class=""item-ia"" data-id=""claesold00olde"" data-mediatype=""texts"" data-year=""1995"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">9,004</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">9.0K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/claesold00olde"" title=""Claes Oldenburg : an anthology"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/claesold00olde"" style=""height:242px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Claes Oldenburg : an anthology              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1995</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1995</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Oldenburg, Claes, 1929-; Celant, Germano; National Gallery of Art (U.S.); Solomon R. Guggenheim Museum"">Oldenburg, Claes, 1929-; Celant, Germano; National Gallery of Art (U.S.); Solomon R. Guggenheim Museum</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>9,004</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            7          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1977,"Kenneth Noland : A Retrospective : The Solomon R. Guggenheim Museum, New York",/services/img/kennethnolandret00wald,"Waldman, Diane",/details/kennethnolandret00wald,kennethnolandret00wald,https://archive.org/stream/kennethnolandret00wald/kennethnolandret00wald_djvu.txt
"<div class=""item-ia"" data-id=""clemente00clem"" data-mediatype=""texts"" data-year=""1999"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">4,450</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">4.5K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/clemente00clem"" title=""Clemente"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/clemente00clem"" style=""height:211px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Clemente              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1999</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1999</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Clemente, Francesco, 1952-; Dennison, Lisa; Solomon R. Guggenheim Museum; Museo Guggenheim Bilbao"">Clemente, Francesco, 1952-; Dennison, Lisa; Solomon R. Guggenheim Museum; Museo Guggenheim Bilbao</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>4,450</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            9          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1969,Latin American Paintings from the Solomon R. Guggenheim Museum,/services/img/latinamericanpai00catl,"Catlin, Stanton L.; Messer, Thomas M.",/details/latinamericanpai00catl,latinamericanpai00catl,https://archive.org/stream/latinamericanpai00catl/latinamericanpai00catl_djvu.txt
"<div class=""item-ia"" data-id=""contemporaryjapa00solo"" data-mediatype=""texts"" data-year=""1970"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">4,765</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">4.8K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/contemporaryjapa00solo"" title=""Contemporary Japanese art; fifth Japan Art Festival exhibition"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/contemporaryjapa00solo"" style=""height:152px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Contemporary Japanese art; fifth Japan Art Festival exhibition              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1970</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1970</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Solomon R. Guggenheim Museum; Japan Art Festival Association"">Solomon R. Guggenheim Museum; Japan Art Festival Association</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>4,765</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            11          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1987,"Le Eredità sconosciute di Peggy Guggenheim : da Max Ernst a Jackson Pollock : New York, marzo-maggio 1987, Solomon R. Guggenheim Museum : Venezia, ottobre 1987-gennaio 1988, Collezione Peggy Guggenheim",/services/img/leeredits00lade,"Lader, Melvin P; Licht, Fred, 1928-; Solomon R. Guggenheim Museum; Peggy Guggenheim Collection; Solomon R. Guggenheim Foundation",/details/leeredits00lade,leeredits00lade,https://archive.org/stream/leeredits00lade/leeredits00lade_djvu.txt
"<div class=""item-ia"" data-id=""cristins00igle"" data-mediatype=""texts"" data-year=""1997"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">2,901</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">2.9K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/cristins00igle"" title=""Cristina Iglesias"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/cristins00igle"" style=""height:226px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Cristina Iglesias              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1997</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1997</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Iglesias, Cristina, 1956-; Giménez, Carmen; Solomon R. Guggenheim Museum; University of Chicago. Renaissance Society; Museo Nacional Centro de Arte Reina Sofía; Museo Guggenheim Bilbao"">Iglesias, Cristina, 1956-; Giménez, Carmen; Solomon R. Guggenheim Museum; University of Chicago. Renaissance Society; Museo Nacional Centro de Arte Reina Sofía; Museo Guggenheim Bilbao</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>2,901</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            3          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1977,"Lucio Fontana, 1899-1968 : a retrospective",/services/img/luciofo00solo,"Solomon R. Guggenheim Museum; Fontana, Lucio, 1899-1968; Billeter, Erika, 1927-; Solomon R. Guggenheim Foundation",/details/luciofo00solo,luciofo00solo,https://archive.org/stream/luciofo00solo/luciofo00solo_djvu.txt
"<div class=""item-ia"" data-id=""danfla00flav"" data-mediatype=""texts"" data-year=""1999"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">7,089</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">7.1K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/danfla00flav"" title=""Dan Flavin : the architecture of light : Deutsche Guggenheim, Berlin"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/danfla00flav"" style=""height:235px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Dan Flavin : the architecture of light : Deutsche Guggenheim, Berlin              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1999</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1999</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Flavin, Dan, 1933-; Solomon R. Guggenheim Foundation; Deutsche Guggenheim Berlin"">Flavin, Dan, 1933-; Solomon R. Guggenheim Foundation; Deutsche Guggenheim Berlin</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>7,089</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            26          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1992,Marc Chagall and the Jewish theater,/services/img/chagallj00chag,"Chagall, Marc, 1887-1985; Solomon R. Guggenheim Museum; Art Institute of Chicago",/details/chagallj00chag,chagallj00chag,https://archive.org/stream/chagallj00chag/chagallj00chag_djvu.txt
"<div class=""item-ia"" data-id=""edvardmunch00munc"" data-mediatype=""texts"" data-year=""1965"">
<a class=""stealth"" href=""/details/guggenheimmuseum"" tabindex=""-1"">
<div class=""item-parent"">
<div class=""item-parent-img"" style=""background-image: url('/services/img/guggenheimmuseum')""></div>
<div class=""item-parent-ttl"">the Solomon R. Guggenheim Museum</div>
</div><!--/.item-parent-->
</a>
<div class=""hidden-tiles views C C1"">
<nobr class=""hidden-xs"">13,422</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">13K</nobr>
</div>
<div class=""C234"">
<div class="" item-ttl C C2 "">
<a data-event-click-tracking=""GenericNonCollection|ItemTile"" href=""/details/edvardmunch00munc"" title=""Edvard Munch"">
<div class=""tile-img"">
<img class=""item-img "" source=""/services/img/edvardmunch00munc"" style=""height:238px""/>
</div><!--/.tile-img-->
<div class=""ttl"">
                Edvard Munch              </div>
</a>
</div>
<div class=""hidden-tiles pubdate C C3"">
<nobr class=""hidden-xs"">1965</nobr>
<nobr class=""hidden-sm hidden-md hidden-lg"">1965</nobr>
</div>
<div class=""by C C4"">
<span class=""hidden-lists"">by</span>
<span class=""byv"" title=""Munch, Edvard ; Willoch, Sigurd ; Langaard, Johan H. (Johan Henrik)"">Munch, Edvard ; Willoch, Sigurd ; Langaard, Johan H. (Johan Henrik)</span>
</div><!--/.C4-->
</div><!--/.C234-->
<div class=""statbar "">
<div class=""mt-icon C C5"">
<span aria-hidden=""true"" class=""iconochive-texts""></span><span class=""sr-only"">texts</span> </div>
<h6 class=""stat "">
<span aria-hidden=""true"" class=""iconochive-eye""></span><span class=""sr-only"">eye</span> <nobr>13,422</nobr>
</h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-favorite""></span><span class=""sr-only"">favorite</span>            23          </h6>
<h6 class=""stat"">
<span aria-hidden=""true"" class=""iconochive-comment""></span><span class=""sr-only"">comment</span>              0            </h6>
</div><!--/.statbar-->
</div>",1992,Marc Chagall and the Jewish theater,/images/notfound.png,"Chagall, Marc, 1887-1985; Solomon R. Guggenheim Museum; Art Institute of Chicago",/details/marccha00chag,marccha00chag,https://archive.org/stream/marccha00chag/marccha00chag_djvu.txt
